Name,EduScore,Hospital
"Van E. Tanner, PA",0,Durham Veterans Affairs Medical Center
"Joseph Robert Zanga Jr., MD",1,Durham Veterans Affairs Medical Center
"Rebekah J. Jakel, MD",0,Durham Veterans Affairs Medical Center
"Sanjay G Asrani, MD",0,Duke University Hospital
"William S Jones, MD",0,Durham Veterans Affairs Medical Center
"Muhammad Jawad Iqbal, MD",0,Sandhills Regional Medical Center
"Donald D Glower Jr., MD",3,Duke Regional Hospital
"Ara D Metjian, MD",0,Durham Veterans Affairs Medical Center
"Michael A Hertzberg, MD",1,Duke University Hospital
"Frank Moya, MD",3,Novant Health Medical Park Hospital
"Jessica Chia, MD",0,Durham Veterans Affairs Medical Center
"Damon Scott Tweedy, MD",3,Duke University Hospital
"Gloria Garver, PA",0,Duke University Hospital
"Sarah A. Hlavacek, PA",0,Durham Veterans Affairs Medical Center
"Dawn Elizabeth Kleinman, MD",1,Durham Veterans Affairs Medical Center
"Blaine Paxton Hall, PA",0,Durham Veterans Affairs Medical Center
"Kelly (Burgess) Duewer, PA",0,Duke Raleigh Hospital
"James D Eastwood, MD",0,Durham Veterans Affairs Medical Center
"Jack I Twersky, MD",0,Durham Veterans Affairs Medical Center
"Brittany Nicole Myers, PA",0,Durham Veterans Affairs Medical Center
"Megan Howerter Dice, PA",0,Granville Health System
"Roger A. Ordronneau, PA",0,Granville Health System
"Joshua Lucas Corwin, PA",0,North Carolina Specialty Hospital
"Eugene Friedman, MD",2,Duke Regional Hospital
"Wissam Mohammad Kourany, MD",0,Durham Veterans Affairs Medical Center
"David Martin Murdoch, MD",0,Durham Veterans Affairs Medical Center
"Michael Jon Cicale, MD",0,Durham Veterans Affairs Medical Center
"Samantha K Kwan, PA",0,Durham Veterans Affairs Medical Center
"Cynthia Toth, MD",0,Cape Fear Valley Medical Center
"Richard L McCann, MD",2,Durham Veterans Affairs Medical Center
"Brian Joseph Schneider, MD",1,Duke University Hospital
"Liana Puscas, MD",0,Durham Veterans Affairs Medical Center
"David Noble Howell, MD",3,Durham Veterans Affairs Medical Center
"Radhika Shah, MD",0,Duke Regional Hospital
"Matthew William Luedke, MD",2,Duke University Hospital
"Madhuri V Vithala, MD",0,Durham Veterans Affairs Medical Center
"William Bryan Cotton, PA",0,Cape Fear Valley Medical Center
"Steven D Crowley, MD",3,Durham Veterans Affairs Medical Center
"John Daniel Shelburne, MD",3,Duke University Hospital
"Yuh-Chin Tony Huang, MD",0,Durham Veterans Affairs Medical Center
"Jennifer L Peifer, PA",0,Durham Veterans Affairs Medical Center
"Dominik S. Greda, MD",0,Duke Regional Hospital
"Jane Taylor Gaede, MD",3,Durham Veterans Affairs Medical Center
"Paul Vincent Suhocki, MD",0,Durham Veterans Affairs Medical Center
"Frank Moya, MD",3,Novant Health Medical Park Hospital
"David Wilton Lewis Sr., PA",0,Womack Army Medical Center
"Vance Fowler, MD",1,Duke Regional Hospital
"David Richard Lindsay, MD",0,Durham Veterans Affairs Medical Center
"William R Knaack, MD",0,Durham Veterans Affairs Medical Center
"Kathryn Louise Everton, MD",0,Durham Veterans Affairs Medical Center
"James C Byrd, MD",0,Vidant Bertie Hospital
"Michael Jason Richard, MD",0,Duke University Hospital
"Thomas James Polascik, MD",3,Durham Veterans Affairs Medical Center
"Christian Donohue, MD",0,Duke University Hospital
"Christine Elizabeth Marx, MD",3,Duke University Hospital
"John J Villani, MD",3,Durham Veterans Affairs Medical Center
"Carolyn L Lekavich, MD",0,Durham Veterans Affairs Medical Center
"Darryl Craig Zeldin, MD",0,Durham Veterans Affairs Medical Center
"Jessica Reavis Prescott, PA",0,Durham Veterans Affairs Medical Center
"Kelly Whitson Mcalarney, MD",0,Durham Veterans Affairs Medical Center
"Scott Arthur Wallace, PA",0,WakeMed Raleigh Campus
"John Gregory Lyall, MD",0,Vidant Bertie Hospital
"Adela Rambi Gua Cardones, MD",0,Durham Veterans Affairs Medical Center
"Scott Knowles Pruitt, MD",3,Durham Veterans Affairs Medical Center
"Paul Warren Bailey, PA",0,Durham Veterans Affairs Medical Center
"Craig Stephen Heinly, MD",3,Person Memorial Hospital
"Tad A. Stichman, PA",0,St. Vincent Healthcare
"Abraham L. McCoy, PA",0,North Carolina Specialty Hospital
"Glenn D. Lubash, MD",2,W. G. (Bill) Heffner Veterans Affairs Medical Center
"Charles Edward Hughes, PA",0,Durham Veterans Affairs Medical Center
"Juliessa Marta Pavon, MD",0,Durham Veterans Affairs Medical Center
"Craig F Donatucci, MD",0,Duke University Hospital
"Harvey Jay Cohen, MD",0,Durham Veterans Affairs Medical Center
"Cary C. Ward, MD",1,Duke University Hospital
"Albert Tyson Jennette, MD",1,Durham Veterans Affairs Medical Center
"James Enlou Tcheng, MD",3,Durham Veterans Affairs Medical Center
"Barbara D Alexander, MD",0,Duke University Hospital
"Mitchell Wayne Cox, MD",2,Durham Veterans Affairs Medical Center
"Matthew Gordon Rein, MD",0,Duke University Hospital
"Srinivas Pyati, MD",0,Durham Veterans Affairs Medical Center
"Mitchell Wayne Cox, MD",2,Durham Veterans Affairs Medical Center
"Paul Dean Ballard, PA",0,Durham Veterans Affairs Medical Center
"Bryan Edmund Stanislaus, PA",0,North Carolina Specialty Hospital
"Emad Ward, MD",0,Durham Veterans Affairs Medical Center
"Lisa M. David, PA",0,Granville Health System
"Lawrence Etter, MD",3,Person Memorial Hospital
"Lynn Evette Keplinger, MD",0,Durham Veterans Affairs Medical Center
"Surahi Patel, PA",0,Durham Veterans Affairs Medical Center
"Susan Nicole Hastings, MD",1,Durham Veterans Affairs Medical Center
"Dawn V Quashie, MD",0,Durham Veterans Affairs Medical Center
"Lee Thierry Tien Lee, PA",0,Durham Veterans Affairs Medical Center
"Sandhya A Lagoo-Deenadayalan, MD",0,Durham Veterans Affairs Medical Center
"Bryan Hampton, PA",0,Durham Veterans Affairs Medical Center
"Laura Gleason, PA",0,WakeMed Raleigh Campus
"Seamus Michael Bhatt-Mackin, MD",2,Durham Veterans Affairs Medical Center
"Lori Ann Orlando, MD",0,Durham Veterans Affairs Medical Center
"Leonilde G. Alves, PA",0,Granville Health System
"Amy M Neville, MD",0,Durham Veterans Affairs Medical Center
"Michael Brian Fessler, MD",0,Durham Veterans Affairs Medical Center
"Chinika Rene Reynolds, PA",0,Granville Health System
"John Palmer Grant, MD",3,Durham Veterans Affairs Medical Center
"Ryan David Schulteis, MD",3,Durham Veterans Affairs Medical Center
"Aatif M Husain, MD",0,Duke University Hospital
"Surahi Patel, PA",0,Durham Veterans Affairs Medical Center
"Emad Ward, MD",0,Durham Veterans Affairs Medical Center
"Lynn Evette Keplinger, MD",0,Durham Veterans Affairs Medical Center
"Paul Dean Ballard, PA",0,Durham Veterans Affairs Medical Center
"Chetan Bharat Patel, MD",1,Duke University Hospital
"Hilliard F Seigler, MD",1,Durham Veterans Affairs Medical Center
"Juliann Cotter Hobbs, MD",1,Durham Veterans Affairs Medical Center
"Ellen Marie Flanagan, MD",1,Durham Veterans Affairs Medical Center
"Ram Ron Miller, MD",0,Durham Veterans Affairs Medical Center
"Daniel Paul Barboriak, MD",0,Durham Veterans Affairs Medical Center
"Mark Lee Seatvet, PA",0,Durham Veterans Affairs Medical Center
Bonnie Bernice Benetato,0,Vidant Bertie Hospital
"Wendy Owen Henderson, MD",1,Durham Veterans Affairs Medical Center
"Victor Louis Roggli, MD",2,Durham Veterans Affairs Medical Center
"Dawn Provenzale, MD",0,Durham Veterans Affairs Medical Center
"Michelle M Johnson, MD",0,Durham Veterans Affairs Medical Center
"Philip Higgs, MD",0,Durham Veterans Affairs Medical Center
"Elizabeth Jaynes Turner, PA",0,Durham Veterans Affairs Medical Center
"Roshni I Patel, PA",0,Durham Veterans Affairs Medical Center
"Wendy Causey Rodrigues, PA",0,Granville Health System
"Laura M (Mills) Mcglaughon, PA",0,Roper St. Francis
"Jennifer A Chazan, PA",0,North Carolina Specialty Hospital
"Sandhya A Lagoo-Deenadayalan, MD",0,Durham Veterans Affairs Medical Center
"Bryan Hampton, PA",0,Durham Veterans Affairs Medical Center
"Laura Gleason, PA",0,WakeMed Raleigh Campus
"Seamus Michael Bhatt-Mackin, MD",2,Durham Veterans Affairs Medical Center
"William Leicester Foster Jr., MD",3,Durham Veterans Affairs Medical Center
"Svati H Shah, MD",0,Durham Veterans Affairs Medical Center
"Joe Brice Weinberg, MD",0,Duke Regional Hospital
"James M Provenzale, MD",0,Durham Veterans Affairs Medical Center
"Jason Koontz, MD",0,Durham Veterans Affairs Medical Center
"Michael S Hershfield, MD",3,Durham Veterans Affairs Medical Center
"Jeffrey H Lawson, MD",0,Duke Regional Hospital
"Bjorn Ingemar Engstrom, MD",1,Abbott Northwestern Hospital
"Helen Hoenig, MD",0,Durham Veterans Affairs Medical Center
"Aatif M Husain, MD",0,Duke University Hospital
"Kristina C (Chaves) Tourville, PA",0,North Carolina Specialty Hospital
"David Shawn Cole, PA",0,Mission Hospital
"Jason A Leaman, PA",0,Durham Veterans Affairs Medical Center
"Leann Nelson, MD",0,Duke University Hospital
"Stefanie G Schuman, MD",0,Duke University Hospital
"Patricia Deery Adams, PA",0,W. G. (Bill) Heffner Veterans Affairs Medical Center
"Thomas Titus Hunter, MD",1,Martin General Hospital
"Arthur Greenberg, MD",3,Durham Veterans Affairs Medical Center
"John F Carr, MD",0,Durham Veterans Affairs Medical Center
"Monique Vera (Wubbenhorst) Chireau, MD",0,Durham Veterans Affairs Medical Center
"Kevin M. Lavery, PA",0,Granville Health System
"Lyman Reller, MD",1,Durham Veterans Affairs Medical Center
"Steven Patrick Higgins, MD",3,Person Memorial Hospital
"Warren Strittmatter, MD",3,Durham Veterans Affairs Medical Center
"Brian S. Wood, PA",0,WakeMed Cary Hospital
"Kathryn Risse Stovall, PA",0,Granville Health System
"Michael W Hanson, MD",0,Durham Veterans Affairs Medical Center
"Paul F Lachiewicz, MD",2,Duke University Hospital
"Lori A McLamb, PA",0,North Carolina Specialty Hospital
"David S Ruch, MD",0,Durham Veterans Affairs Medical Center
"Micah Thomas McClain, MD",0,Durham Veterans Affairs Medical Center
"Virginia Kraus, MD",3,Durham Veterans Affairs Medical Center
"Amilda Knox Horne, MD",0,Duke University Hospital
"John R Perfect, MD",0,Duke Regional Hospital
"Keith Walter Michael, MD",0,Durham Veterans Affairs Medical Center
"Mitchell W Krucoff, MD",0,Durham Veterans Affairs Medical Center
"Richard Stanley Bedlack Jr., MD",0,Vidant Medical Center
"Robin Tutt Vollmer, MD",3,Durham Veterans Affairs Medical Center
"Jonathan Eaton Leinbach, MD",0,Duke University Hospital
"Harold Kudler, MD",3,Durham Veterans Affairs Medical Center
"Ernest Gilbert Daniels, MD",1,Duke University Hospital
"Sandra Bellamy Smith, PA",0,Durham Veterans Affairs Medical Center
"Martha Sue Carraway, MD",0,Durham Veterans Affairs Medical Center
"Harvey Miranda, MD",1,Durham Veterans Affairs Medical Center
"Anupama Betkerur (Betkerur) Horne, MD",1,Duke University Hospital
"Thomas J Cummings, MD",0,Durham Veterans Affairs Medical Center
"Phillip Anthony Raduazo, MD",1,Summerville Medical Center
"John F Carr, MD",0,Durham Veterans Affairs Medical Center
"Monique Vera (Wubbenhorst) Chireau, MD",0,Durham Veterans Affairs Medical Center
"Lyman Reller, MD",1,Durham Veterans Affairs Medical Center
"Steven Patrick Higgins, MD",3,Person Memorial Hospital
"Kevin M. Lavery, PA",0,Granville Health System
"Courtney J Powers, PA",0,Johnston Health
"Lisa Llewellyn Jones, MD",0,Durham Veterans Affairs Medical Center
"Mark Fredric Abbott, MD",0,Lakeview Hospital
"David S Ruch, MD",0,Durham Veterans Affairs Medical Center
"David S Pisetsky, MD",1,Durham Veterans Affairs Medical Center
"Neil R MacIntyre, MD",2,Durham Veterans Affairs Medical Center
"Lori A McLamb, PA",0,North Carolina Specialty Hospital
"Michael W Hanson, MD",0,Durham Veterans Affairs Medical Center
"Kathryn Risse Stovall, PA",0,Granville Health System
"Paul F Lachiewicz, MD",2,Duke University Hospital
"Hung-Lun John Hsia, MD",1,Durham Veterans Affairs Medical Center
"John K. Harrison, MD",2,Durham Veterans Affairs Medical Center
"Rodney Welling, MD",2,Durham Veterans Affairs Medical Center
"David L. Simel, MD",3,Durham Veterans Affairs Medical Center
"India F. Reid, MD",0,Duke University Hospital
"Tracey Holsinger, MD",1,Duke University Hospital
"Chad Kessler, MD",0,Jesse Brown Veterans Affairs Medical Center
"Thomas Craig Derian, MD",0,North Carolina Specialty Hospital
"Philip E Clifford, MD",0,North Carolina Specialty Hospital
"Dina B Eisinger, MD",3,Granville Health System
"David T Dellaero, MD",2,Granville Health System
"Scott Bovard, MD",0,North Carolina Specialty Hospital
"Joshua Ryan Dooley, MD",2,North Carolina Specialty Hospital
"Lisa Renee David, MD",0,Duke Regional Hospital
"Brittany W. White, PA",0,North Carolina Specialty Hospital
"Patrick Brady Cacchio, PA",0,Durham Veterans Affairs Medical Center
"Kathryn M Andolsek, MD",2,North Carolina Specialty Hospital
"Ralph A Liebelt, MD",2,Duke Regional Hospital
"Joseph Brian Wilson, MD",0,Granville Health System
"Phillip Price Shadduck, MD",2,North Carolina Specialty Hospital
"Steven C. Winters, MD",0,Granville Health System
"David Walmer, MD",3,North Carolina Specialty Hospital
"Stephen N Lang, MD",0,Duke Regional Hospital
"Thomas Alva Dimmig, MD",3,Granville Health System
"William P. Silver, MD",0,Granville Health System
"Donald Serafin, MD",3,North Carolina Specialty Hospital
"William P. Silver, MD",0,Granville Health System
"Brett J. Gilbert, MD",3,UNC REX Healthcare
"Julian Mcclees Aldridge III, MD",0,Granville Health System
"David M Dickman, MD",0,WakeMed Raleigh Campus
"Kathryn M. Baerman, MD",1,North Carolina Specialty Hospital
"Tony Ning, MD",0,Granville Health System
Karen Schramm Saylor,0,North Carolina Specialty Hospital
"Sarah H Hodges, MD",0,Duke Raleigh Hospital
"Steven James Shaw, MD",0,North Carolina Specialty Hospital
"Brett J. Gilbert, MD",3,UNC REX Healthcare
"Julian Mcclees Aldridge III, MD",0,Granville Health System
"Donald Serafin, MD",3,North Carolina Specialty Hospital
"Marc Sheldon Stevens, MD",0,Granville Health System
"David M Dickman, MD",0,WakeMed Raleigh Campus
"Kathryn M. Baerman, MD",1,North Carolina Specialty Hospital
"Tony Ning, MD",0,Granville Health System
"Thomas Sporn, MD",0,Durham Veterans Affairs Medical Center
"Brett Michael Rosenberg, MD",2,Granville Health System
"Paul B Suh, MD",1,Duke Raleigh Hospital
"Brett Michael Rosenberg, MD",2,Granville Health System
"Valerie Jewells, DO",0,University of North Carolina Hospitals
"Michael Morris Law, MD",2,WakeMed Raleigh Campus
"Douglas B Freels, MD",0,North Carolina Specialty Hospital
"Justin Thomas Mhoon, MD",0,Duke Regional Hospital
"Robert Douglas Stewart, MD",0,Granville Health System
"Byron Clifford Abels Jr., MD",2,North Carolina Specialty Hospital
"Rosemarie Hufham Polinsky, PA",0,North Carolina Specialty Hospital
"Carl Lynwood Smith, MD",2,Granville Health System
"Richard Michael Slusher, DO",0,Granville Health System
"Andrew Richard Domer, PA",0,Granville Health System
"Diana R Voorhees, MD",0,Granville Health System
"William James Mallon, MD",3,Granville Health System
"Katherine Marie Mackin, PA",0,North Carolina Specialty Hospital
"Stephen Peter Loehr, MD",0,Granville Health System
"Asra Shabana Firozvi, MD",0,North Carolina Specialty Hospital
"William D Hage, MD",3,Granville Health System
"Robert E Taylor, MD",0,North Carolina Specialty Hospital
"Frederick J Carpenter, MD",0,North Carolina Specialty Hospital
"Cathy Thomas, MD",1,North Carolina Specialty Hospital
"Paul S Bennett, MD",1,Duke Regional Hospital
"Julie Elizabeth Roeser, PA",0,Durham Veterans Affairs Medical Center
"John F Heath, MD",0,North Carolina Specialty Hospital
"John Howard Wood, MD",1,Duke Regional Hospital
"Richard F Bruch, MD",0,Duke Regional Hospital
"Roger A. Ordronneau, PA",0,Granville Health System
"Megan Howerter Dice, PA",0,Granville Health System
"Joshua Lucas Corwin, PA",0,North Carolina Specialty Hospital
"John Michael Solic, MD",2,Granville Health System
"Robert A. Harrell III, MD",3,Granville Health System
"Amir A. Firozvi, MD",0,North Carolina Specialty Hospital
"Perico Arcedo III, DO",0,Granville Health System
"Samuel T. Dyer, PA",0,Granville Health System
"Jeremiah Richard Marion III, MD",3,North Carolina Specialty Hospital
"Antonio F. Williams, PA",0,Granville Health System
"Franc A. Barada Jr., MD",1,Granville Health System
"Debra M Schardt-Sacco, MD",1,Duke Regional Hospital
"Michael J Stella, MD",1,North Carolina Specialty Hospital
"Earl S Ransom Jr., MD",0,North Carolina Specialty Hospital
"William Norcross, MD",0,North Carolina Specialty Hospital
"Eugene Eunsuk Lee, MD",0,North Carolina Specialty Hospital
"Noel William Young Jr., MD",3,North Carolina Specialty Hospital
Susan F. Bell,0,Granville Health System
"Brian S. Wood, PA",0,WakeMed Cary Hospital
"Dwight Dean Perry, MD",1,Duke Regional Hospital
"Tonica Vinetta Johnson, MD",2,North Carolina Specialty Hospital
"Anne Kathleen Toohey, MD",0,Granville Health System
"Dwight Dean Perry, MD",1,Duke Regional Hospital
"Valiant D Tan, MD",1,Chesapeake Regional Healthcare
"John P. Goldfield, PA",0,Granville Health System
"Scott R Clarke, MD",3,Duke Regional Hospital
"Jennifer A Chazan, PA",0,North Carolina Specialty Hospital
"Laura Reed (Reed) Gerstner, PA",0,Granville Health System
"David B. Musante, MD",1,Granville Health System
"Nicole W (Wertz) Klett, MD",0,Granville Health System
"Joseph Robert Yankes Jr., MD",2,North Carolina Specialty Hospital
"Tad A. Stichman, PA",0,St. Vincent Healthcare
"Abraham L. McCoy, PA",0,North Carolina Specialty Hospital
"John J. Halpin, PA",0,Person Memorial Hospital
"John Charles Finn, MD",2,North Carolina Specialty Hospital
"Gregory Fabian Hulka, MD",3,North Carolina Specialty Hospital
"Amar M. (Muniyappa) Amaresh, MD",0,North Carolina Specialty Hospital
"Edward G Sanders, MD",1,North Carolina Specialty Hospital
